journal,issueURL,volumn,issue,issueText,month,year,category,title,url,doi,pages,abstract,abstract_para_num,type,cross_country,cross_type,cross_gender,cross_race,num_race,num_country,cross_gender_and_race,cross_gender_and_country,cross_country_and_race,cross_gender_race_and_country,numberOfAuthors,first_author_gender,first_author_race,first_author_country,first_author_afftype,with_us_authors,cross_race_details
Journal of Communication,https://academic.oup.com/joc/issue/61/4?browseBy=volume,Volume 61,Issue 4,"Issue 4, August 2011, Pages 557–794",August,2011,Original Articles,Word Learning in Very Young Children From Infant-Directed Dvds,https://academic.oup.com/joc/article/61/4/780/4098490,10.1111/j.1460-2466.2011.01561.x,780–794,"This study examined if babies (6–24 months; n = 60) learn words from a DVD modeled on Baby Einstein™. The study was novel in that it utilized an infant-directed DVD, but was edited to include low-frequency words (e.g., medallion) and it utilized the preferential looking method in the posttest so that very young babies could be tested. Results suggested that babies could learn the novel words in the live condition; however, they did not appear to learn them in the video condition. Furthermore, there was no age effect in the video condition. Finally, there was no relationship between visual attention to the video and learning from it. Thus, high attention did not necessarily result in learning.",1.0,R,False,False,False,False,1,1,False,False,False,False,1.0,F,White,US,Education,True,White only
Journal of Communication,https://academic.oup.com/joc/issue/61/3?browseBy=volume,Volume 61,Issue 3,"Issue 3, June 2011, Pages 387–555",June,2011,Original Articles,Identification With Characters and Discussion of Taboo Topics After Exposure to an Entertainment Narrative About Sexual Health,https://academic.oup.com/joc/article/61/3/387/4098557,10.1111/j.1460-2466.2011.01551.x,387–406,"Individuals often avoid discussing sexual history and safer sex with sexual partners, increasing the likelihood of negative health consequences. Research and theorizing on narrative influence suggest that television programs in which characters model conversations about safer sex may provide social scripts to viewers and influence behavior. This experiment tested this effect and examined the underlying mechanisms. Participants were randomly assigned to view a program that either did or did not depict characters modeling sexual discussion. Exposure to the modeled behavior motivated viewers to engage in sexual discussions over the next 2 weeks. Greater identification with these characters facilitated this effect by enhancing viewers' self-efficacy and reducing counterarguing. Implications for research on narrative influence more generally are discussed.",1.0,R,False,False,False,True,2,1,False,False,False,False,3.0,F,White,US,Education,True,cross race
Journal of Communication,https://academic.oup.com/joc/issue/61/3?browseBy=volume,Volume 61,Issue 3,"Issue 3, June 2011, Pages 387–555",June,2011,Original Articles,"Involved, Transported, or Emotional? Exploring the Determinants of Change in Knowledge, Attitudes, and Behavior in Entertainment-Education",https://academic.oup.com/joc/article/61/3/407/4098560,10.1111/j.1460-2466.2011.01554.x,407–431,"This study examined how 3 constructs—involvement with a specific character, involvement with the narrative (Green and Brock's construct of transportation), and viewers' emotional reaction to the narrative—produce entertainment-education (EE) effects. A pretest/posttest survey of 167 regular viewers measured the effects of exposure to a lymphoma storyline on a television drama, Desperate Housewives. Transportation or involvement with the narrative was the best predictor of change in relevant knowledge, attitudes, and behavior. Although involvement with a specific character has been hailed an important direct predictor of EE effects, a structural equation model indicated that character involvement may be more important for its ability to heighten transportation and emotion, which, in turn, produce changes in viewers' knowledge, attitudes, and behavior.",1.0,R,False,False,False,False,1,1,False,False,False,False,4.0,F,White,US,Education,True,White only
Journal of Communication,https://academic.oup.com/joc/issue/61/3?browseBy=volume,Volume 61,Issue 3,"Issue 3, June 2011, Pages 387–555",June,2011,Original Articles,How Does Insightful and Emotional Disclosure Bring Potential Health Benefits? Study Based on Online Support Groups for Women With Breast Cancer,https://academic.oup.com/joc/article/61/3/432/4098562,10.1111/j.1460-2466.2011.01555.x,432–454,"Building upon 2 theoretical models (the cognitive adaptation model and the emotional exposure–habituation model), this research focused on 2 aspects of disclosure content—insights and emotions—and examined how women with breast cancer benefit from written disclosure in online support groups. Using survey data collected at baseline and after 4 months and messages posted in bulletin-board-type online groups in between, we analyzed how the content of disclosive messages predicted health outcomes. Disclosure of insights led to greater improvements in health self-efficacy, emotional well-being, and functional well-being, which was mediated by lowered breast cancer concerns. Disclosure of negative emotions had no main effects on health outcomes, but weakened the unfavorable association between concerns at baseline and functional well-being at follow-up.",1.0,R,True,False,True,True,2,2,True,True,True,True,3.0,F,Asian,GE,Education,True,cross race
Journal of Communication,https://academic.oup.com/joc/issue/61/3?browseBy=volume,Volume 61,Issue 3,"Issue 3, June 2011, Pages 387–555",June,2011,Original Articles,The Effects of Language Brokering Frequency and Feelings on Mexican-Heritage Youth's Mental Health and Risky Behaviors,https://academic.oup.com/joc/article/61/3/455/4098455,10.1111/j.1460-2466.2011.01552.x,455–475,"Language brokering is the communication process where individuals with no formal training (often children of immigrant families) linguistically mediate for 2 or more parties (usually adult family members and individuals from mainstream culture). This study examined the direct and indirect effects of language brokering on mental health and risky behaviors. Mexican-heritage youth (N = 684) from schools in Phoenix, AZ, completed surveys at 3 waves from 7th through 8th grades. Language brokering frequency and negative brokering feelings were positively associated with family-based acculturation stress, which was positively associated with alcohol use and other risky behaviors. Yet, brokering frequency was negatively associated with other risky behaviors, and positive brokering feeling was negatively associated with cigarette use. Implications for these findings are discussed.",1.0,R,False,False,False,False,1,1,False,False,False,False,1.0,F,Asian,US,Education,True,Asian only
Journal of Communication,https://academic.oup.com/joc/issue/61/3?browseBy=volume,Volume 61,Issue 3,"Issue 3, June 2011, Pages 387–555",June,2011,Original Articles,The Safer Sex Communication of Transgender Adults: Processes and Problems,https://academic.oup.com/joc/article/61/3/476/4098567,10.1111/j.1460-2466.2011.01556.x,476–495,"As HIV continues to devastate marginalized communities, organizations have prioritized the development of evidence-based HIV prevention programs. Although the transgender community is disproportionately affected by HIV/AIDS, no effective HIV prevention interventions have been identified for this group. The few published interventions focus on communication skills and community-building efforts, necessitating greater understanding of the sexual communication experiences of a broad segment of the trans-community. To explore the transgender experience with safer sex communication, 41 transgender adults were interviewed. Participants described safer sex communication as a complicated endeavor, involving privacy management, uncertainty reduction, and discussion of various approaches to sexual safety. Understanding the process of (and associated problems with) safer sex communication for transgender adults suggests implications for theory, research, and practice.",1.0,R,False,False,False,False,1,1,False,False,False,False,1.0,F,White,US,Education,True,White only
Journal of Communication,https://academic.oup.com/joc/issue/61/3?browseBy=volume,Volume 61,Issue 3,"Issue 3, June 2011, Pages 387–555",June,2011,Original Articles,Distorting Genetic Research About Cancer: From Bench Science to Press Release to Published News,https://academic.oup.com/joc/article/61/3/496/4098459,10.1111/j.1460-2466.2011.01550.x,496–513,"This study considered genetic research relating to cancer outcomes and behaviors, specifically investigating the extent to which claims made in press releases (N = 23) and mainstream print media (N = 71) were fairly derived from their original presentation in scholarly journals (N = 20). Central claims expressing gene–outcome relationships were evaluated by a large pool (N = 40) of genetics graduate students. Raters judged press release claims as significantly more representative of material within the original science journal article compared with news article claims. Claims originating in news articles which demonstrated contact with individuals not directly involved in the research were judged by experts to be more representative of the original science than those that demonstrated contact with individuals directly involved in the research.",1.0,R,False,False,True,True,2,1,True,False,False,False,3.0,F,White,US,Education,True,cross race
Journal of Communication,https://academic.oup.com/joc/issue/61/3?browseBy=volume,Volume 61,Issue 3,"Issue 3, June 2011, Pages 387–555",June,2011,Original Articles,Knowledge Acquisition Following Exposure to Cancer News Articles: A Test of the Cognitive Mediation Model,https://academic.oup.com/joc/article/61/3/514/4098572,10.1111/j.1460-2466.2011.01549.x,514–534,"To test the cognitive mediation model (CMM), a virtual lab study was carried out where participants (N = 602) read 1 of 5 cancer news articles and completed a knowledge posttest (assessing recognition and comprehension). Results were consistent with the CMM and past news learning research, as (a) news surveillance motivation was positively related to story comprehension (but not recognition of specific facts), (b) elaboration mediated the relationship between surveillance and comprehension, and (c) attention to health news moderated the size of the indirect relationships. The results support and extend the CMM as well as validate past research suggesting a connection between attention and cancer information gain.",1.0,R,False,False,False,False,1,1,False,False,False,False,1.0,M,White,US,Education,True,White only
Journal of Communication,https://academic.oup.com/joc/issue/61/3?browseBy=volume,Volume 61,Issue 3,"Issue 3, June 2011, Pages 387–555",June,2011,Original Articles,Revisiting the Worksite in Worksite Health Campaigns: Evidence From a Multisite Organ Donation Campaign,https://academic.oup.com/joc/article/61/3/535/4098574,10.1111/j.1460-2466.2011.01553.x,535–555,"This article advances the beginnings of a general theory of organizational features to aid in understanding why health campaigns that work well in one organization may be ineffectual in another organization. The physical, social, and information structures of organizations are theorized to create an interaction environment that is distinct to each organization and that influences health campaigns. To test this argument, an organ donation campaign was conducted in 46 organizations. Multilevel modeling yielded mixed findings. Physical structure was negatively associated with signing an organ donor card. Social structure and information structure were positively associated with communication with coworkers about donation and communicative peer influence. Industry type was positively associated with knowledge change.",1.0,R,False,False,True,True,3,1,True,False,False,False,7.0,M,White,US,Education,True,cross race
Journal of Communication,https://academic.oup.com/joc/issue/61/2?browseBy=volume,Volume 61,Issue 2,"Issue 2, April 2011, Pages 197–385",April,2011,Original Articles,Reconstructing Gender Norms Through Ritual Communication: A Study of African Transformation,https://academic.oup.com/joc/article/61/2/197/4098553,10.1111/j.1460-2466.2011.01537.x,197–218,"African Transformation (AT) is a community development program informed by James Carey's notion of ritual communication and Paulo Freire's theory of critical pedagogy. AT features video portraits of ordinary people in Tanzania, Uganda, and Zambia who have overcome gender-based obstacles to better their lives. In Uganda, women and men gathered to interrogate common beliefs and explore actions they could take in light of the real-life stories portrayed in the videos. We hypothesized that individuals who participated in the program would be more likely than nonparticipants to express high levels of self-efficacy, espouse equitable gender norms, and report high levels of agency. Multivariate regression analysis, controlling for socioeconomic characteristics, confirmed that hypothesis.",1.0,R,True,True,True,True,2,3,True,True,True,True,5.0,F,White,US,Education,True,cross race
Journal of Communication,https://academic.oup.com/joc/issue/61/2?browseBy=volume,Volume 61,Issue 2,"Issue 2, April 2011, Pages 197–385",April,2011,Original Articles,Narratives and Network Organization: A Comparison of Fair Trade Systems in Two Nations,https://academic.oup.com/joc/article/61/2/219/4098433,10.1111/j.1460-2466.2011.01538.x,219–245,"The narratives that flow through networks can shed light on their organization. This analysis looks at the elaboration of fair trade networks in the United States and the United Kingdom, with a focus on the narrative control exercised by key gatekeeping organizations. Structural properties of the 2 networks reflect differences in centralization as measured through distance, closeness, and betweenness in relations among organizations. The analysis suggests that once a dominant story or entrenched opposing stories become established in a network, structural dynamics involving narrative choices, conflicts, and strategies can lead comparable networks to diverge even as they espouse the same cause. These differences affect the capacities of networks to mobilize for various kinds of activities.",1.0,R,False,False,True,False,1,1,False,False,False,False,3.0,M,White,US,Education,True,White only
Journal of Communication,https://academic.oup.com/joc/issue/61/2?browseBy=volume,Volume 61,Issue 2,"Issue 2, April 2011, Pages 197–385",April,2011,Original Articles,Conceptual Issues in Framing Theory: A Systematic Examination of a Decade's Literature,https://academic.oup.com/joc/article/61/2/246/4098438,10.1111/j.1460-2466.2011.01539.x,246–263,"Although many scholars have pointed out problems in framing research, there has been very few systematic examinations of the published literature. To examine the common conceptual debates, the present study content analyzes framing literature from 93 peer-reviewed journals for a decade. Two methods were employed for the sample: First, every journal identified as a “communication journal” in the Journal Citation Report was included; second, keyword searches in electronic databases were used. The main findings showed that framing studies have concentrated more on message design and “unique” frames. Consistent with existing debates, results highlight the lack of research about production of frames and mixed frames. This examination of a decade's published literature reveals better direction for future research.",1.0,R,False,False,False,False,1,1,False,False,False,False,1.0,F,Asian,US,Education,True,Asian only
Journal of Communication,https://academic.oup.com/joc/issue/61/2?browseBy=volume,Volume 61,Issue 2,"Issue 2, April 2011, Pages 197–385",April,2011,Original Articles,Incumbency Bonus in Election News Coverage Explained: The Logics of Political Power and the Media Market,https://academic.oup.com/joc/article/61/2/264/4098458,10.1111/j.1460-2466.2011.01540.x,264–282,"This article investigates the determinants of the incumbency bonuses in news coverage. Two main factors are identified: the distribution of political power and changes in the media market. To test these assumptions, a content analysis of the news coverage of 5 national election campaigns in Denmark was conducted (4,592 news stories). First, the more unevenly political power is distributed, the more visible the government is. Second, results suggest a trade-off between the incumbency bonus and the coverage of nonsubstantive issues. Third, changes in news coverage seem to be more driven by changes in the political system than by changes in the media market. Finally, it is discussed how future research can further our understanding of political imbalances in news coverage.",1.0,R,True,False,False,False,1,2,False,False,False,False,3.0,M,White,DK,Education,False,White only
Journal of Communication,https://academic.oup.com/joc/issue/61/2?browseBy=volume,Volume 61,Issue 2,"Issue 2, April 2011, Pages 197–385",April,2011,Original Articles,"Theoretical Intersections Among Social Influences, Beliefs, and Intentions in the Context of 3G Mobile Services in Singapore: Decomposing Perceived Critical Mass and Subjective Norms",https://academic.oup.com/joc/article/61/2/283/4098563,10.1111/j.1460-2466.2010.01532.x,283–306,"This study examined the distinctiveness of two primary factors of social influence (perceived critical mass [PCM] and subjective norms [SN]) and their theoretical relationships with beliefs and behavioral intentions (BI) in the context of 3rd generation (3G) mobile services in Singapore. The findings revealed that both social influence (PCM in particular) and cognitive instrumental processes (perceived usefulness [PU] and perceived ease of use) significantly influenced BI. Exploratory and confirmatory factor analysis demonstrated the importance of distinguishing between PCM and SN. PCM strongly influenced BI both directly and indirectly by changing the utility (i.e., externalities) and the normative beliefs surrounding the new technology (i.e., descriptive norms). SN, however, influenced BI indirectly through PCM and PU.",1.0,R,False,False,False,False,1,1,False,False,False,False,1.0,M,Asian,SG,Education,False,Asian only
Journal of Communication,https://academic.oup.com/joc/issue/61/2?browseBy=volume,Volume 61,Issue 2,"Issue 2, April 2011, Pages 197–385",April,2011,Original Articles,Exploring Third-Person Differences Between Gamers and Nongamers,https://academic.oup.com/joc/article/61/2/307/4098467,10.1111/j.1460-2466.2011.01541.x,307–327,"Numerous studies have demonstrated the third-person perception, but many aspects of its origin and consequences remain unaddressed. In this study, we examine how potential positive and negative video game effects are perceived differently based on the extent to which respondents actually play video games. Although video games exhibit clear third-person perceptions and subsequent support for censorship, these patterns are greatly diminished for heavy players.",1.0,R,False,False,True,True,2,1,True,False,False,False,4.0,M,White,US,Education,True,cross race
Journal of Communication,https://academic.oup.com/joc/issue/61/2?browseBy=volume,Volume 61,Issue 2,"Issue 2, April 2011, Pages 197–385",April,2011,Original Articles,Video News Releases and the Public: The Impact of Source Labeling on the Perceived Credibility of Television News,https://academic.oup.com/joc/article/61/2/328/4098568,10.1111/j.1460-2466.2011.01542.x,328–348,"Observers of the television news business have suggested that public judgments of the credibility of news stories and the news industry would suffer if audiences knew that external sources routinely provided story content. An experiment examined whether on-screen labels identifying externally supplied video news release (VNR) content in television news can affect audience perceptions of the credibility of the news and the VNR provider. The results suggest that news audiences might not use the presence of VNR content in evaluations of news stories, news programs, and VNR producers. However, there is evidence that news audiences are concerned about the use of VNR content and support the use of labels.",1.0,R,False,False,False,False,1,1,False,False,False,False,3.0,M,White,US,Education,True,White only
Journal of Communication,https://academic.oup.com/joc/issue/61/2?browseBy=volume,Volume 61,Issue 2,"Issue 2, April 2011, Pages 197–385",April,2011,Original Articles,Reinforcement of the Political Self Through Selective Exposure to Political Messages,https://academic.oup.com/joc/article/61/2/349/4098469,10.1111/j.1460-2466.2011.01543.x,349–368,"The idea that recipients prefer messages that reinforce preexisting attitudes and self-perceptions has pervaded much communication research, but effects of selective exposure are rarely examined. This 2-session experiment (n = 157) investigates such effects. The first session presented computerized questions on 12 political issue attitudes and political self-concept. Accessibility data were collected based on response times. In the second session, participants browsed through an online magazine including 4 of the 12 issues, each issue being covered by 2 articles featuring opposing viewpoints. Selective exposure was logged and categorized as attitude-consistent or counterattitudinal. Finally, a questionnaire repeated measures for attitudes and self-concept. The results show that participants preferred attitude-consistent over counterattitudinal messages, which strengthened the political self-concept through increased accessibility.",1.0,R,False,False,False,True,2,1,False,False,False,False,2.0,F,White,US,Education,True,cross race
Journal of Communication,https://academic.oup.com/joc/issue/61/2?browseBy=volume,Volume 61,Issue 2,"Issue 2, April 2011, Pages 197–385",April,2011,Original Articles,The Role of Actors' Race in White Audiences' Selective Exposure to Movies,https://academic.oup.com/joc/article/61/2/369/4098571,10.1111/j.1460-2466.2011.01544.x,369–385,"Movie producers are often reluctant to cast more than a few minority actors in otherwise race-neutral movies for fear that the White audience will largely avoid such films. Two experiments were conducted to test the idea that the racial makeup of a cast could influence White audiences' selective exposure to movies. Results revealed that actors' race does influence selective exposure in certain contexts. For nonromantic movies, participants' racial attitudes moderated the relationship between race and selective exposure. For romantic movies, regardless of racial attitudes, White participants showed significantly less interest in seeing movies with mostly Black casts than in seeing movies with mostly White casts. These findings are discussed in light of both social identity theory and social cognitive theory.",1.0,R,False,False,False,False,1,1,False,False,False,False,1.0,M,White,US,Education,True,White only
Journal of Communication,https://academic.oup.com/joc/issue/61/1?browseBy=volume,Volume 61,Issue 1,"Issue 1, February 2011, Pages 1–196",February,2011,Original Articles,Journalism in the Service of Communication,https://academic.oup.com/joc/article/61/1/1/4098551,10.1111/j.1460-2466.2010.01524.x,1–21,"This article discusses the role of journalism in the disciplinary growth of the study of communication. It traces the initial role that journalism played in communication studies' development, considers how it has taken shape differently in some of the discipline's sub-fields of inquiry, and charts how it has developed in different geographic regions. Addressing journalism's contemporary positioning around the world, the article argues that the study of communication could profit by acknowledging more fully journalism's centrality in helping keep communication studies a singular and vibrant field of academic inquiry.",1.0,R,False,False,False,False,1,1,False,False,False,False,1.0,F,White,US,Education,True,White only
Journal of Communication,https://academic.oup.com/joc/issue/61/1?browseBy=volume,Volume 61,Issue 1,"Issue 1, February 2011, Pages 1–196",February,2011,Original Articles,Effects of Unresolved Factual Disputes in the News on Epistemic Political Efficacy,https://academic.oup.com/joc/article/61/1/22/4098431,10.1111/j.1460-2466.2010.01525.x,22–47,"This experiment tests effects of passive, neutral reporting of contradictory factual claims on audiences. Exposure to such reporting is found to affect a new self-efficacy construct developed in this study called epistemic political efficacy (EPE), which taps confidence in one's own ability to determine truth in politics. Measurement of EPE is found to be reliable and valid, and effects of neutral reporting on it are found to be conditional on prior interest in the issues under dispute. Implications of this effect and of EPE are discussed. Self-efficacy theory (Bandura, 1982) suggests these short-term effects may accumulate over time. EPE may affect outcomes related to political understanding, opinion formation, and information seeking.",1.0,R,False,False,False,False,1,1,False,False,False,False,1.0,M,White,US,Education,True,White only
Journal of Communication,https://academic.oup.com/joc/issue/61/1?browseBy=volume,Volume 61,Issue 1,"Issue 1, February 2011, Pages 1–196",February,2011,Original Articles,"Mirror or Molder? A Study of Media Coverage, Stock Prices, and Trading Volumes in Germany",https://academic.oup.com/joc/article/61/1/48/4098436,10.1111/j.1460-2466.2010.01526.x,48–70,"This article investigates the short-term relationship between media coverage, stock prices, and trading volumes of eight listed German companies. A content analysis of news reports about the selected companies and a secondary analysis of the daily changes in closing prices and the trading volumes of these companies were combined in a time-series design. After ARIMA-modeling each of them, the results suggest that media coverage rather reflects than shapes the development at stock exchanges from a short-term perspective (2 months). There were almost no hints for a widespread media effect, that is, an impact on so many investors that it will result in a measurable change in stock prices or trading volumes. Finally, theoretical and methodological consequences for exploring widespread media effects are discussed.",1.0,R,False,False,False,False,1,1,False,False,False,False,3.0,M,White,DE,Education,False,White only
Journal of Communication,https://academic.oup.com/joc/issue/61/1?browseBy=volume,Volume 61,Issue 1,"Issue 1, February 2011, Pages 1–196",February,2011,Original Articles,Motivational Processing and Choice Behavior During Television Viewing: an Integrative Dynamic Approach,https://academic.oup.com/joc/article/61/1/71/4098440,10.1111/j.1460-2466.2010.01527.x,71–93,"This study was designed to further our understanding of the central role of motivational activation in mediated information processing and media choice. To do this, a dynamic model was developed to formalize the dynamic effects of three basic motivational input variables (arousing content, positivity, and negativity) on four physiological output measures (heart rate, skin conductance level, corrugator activity, and zygomatic activity) and a behavioral choice measure of television channel selection. The input and output variables were selected based on extensive theoretical and empirical research that has explicated static relationships among these variables. In general, the findings of the dynamic modeling approach were consistent with the previous literature using traditional static statistical methods. However, this study also theoretically extended the previous work.",1.0,R,False,False,True,True,2,1,True,False,False,False,3.0,F,Asian,US,Education,True,cross race
Journal of Communication,https://academic.oup.com/joc/issue/61/1?browseBy=volume,Volume 61,Issue 1,"Issue 1, February 2011, Pages 1–196",February,2011,Original Articles,Soliciting Accounts With Why-Interrogatives in Conversation,https://academic.oup.com/joc/article/61/1/94/4098559,10.1111/j.1460-2466.2010.01528.x,94–119,"This article investigates the action of directly soliciting accounts with why-interrogatives (e.g., Why did you do that?). Using conversation analysis, this article argues that why-interrogatives are Janus-faced. On one hand, as types of questions, they index an epistemic gap between questioners and answerers and thus the possibility that answerers are able to provide accounts that questioners did not previously know about. On the other hand, why-interrogatives claim some epistemic access to the accountable event and communicate a stance that it does not accord with common sense and thus is inappropriate or unwarranted. Why-formatted interrogatives display a challenging stance toward the accountable event and responsible agent(s) and are, thus, frequently coimplicated in complaining, criticizing, and blaming.",1.0,R,True,False,True,False,1,2,False,True,False,False,2.0,F,White,CA,Education,True,White only
Journal of Communication,https://academic.oup.com/joc/issue/61/1?browseBy=volume,Volume 61,Issue 1,"Issue 1, February 2011, Pages 1–196",February,2011,Original Articles,Problem Solving and Communicative Action: A Situational Theory of Problem Solving,https://academic.oup.com/joc/article/61/1/120/4098453,10.1111/j.1460-2466.2010.01529.x,120–149,"This article introduces the situational theory of problem solving (theory of problem solving) as an extended and generalized version of the situational theory of publics (theory of publics). The theory of problem solving introduces a new concept, communicative action in problem solving, as its dependent variable. To explain communicative action, the theory of problem solving refines the independent variables of the theory of publics: problem recognition, constraint recognition, involvement recognition, and referent criterion. Finally, it introduces a new variable: situational motivation in problem solving. The new motivational variable mediates the effects of antecedent perceptual variables on communicative behavior. We report the supporting evidence for theoretical propositions of the new theory based on structural equation modeling (SEM) testing using survey data.",1.0,R,False,False,True,True,2,1,True,False,False,False,2.0,F,Asian,US,Education,True,cross race
Journal of Communication,https://academic.oup.com/joc/issue/61/1?browseBy=volume,Volume 61,Issue 1,"Issue 1, February 2011, Pages 1–196",February,2011,Original Articles,"Influence of Internal Communication on Technological Proactivity, Organizational Learning, and Organizational Innovation in the Pharmaceutical Sector",https://academic.oup.com/joc/article/61/1/150/4098463,10.1111/j.1460-2466.2010.01530.x,150–177,"This investigation formulates a global model to analyze the influence of internal communication (IC) on technological proactivity (TP), organizational learning (OL), and organizational innovation (OI); the direct and indirect relationships between these strategic variables; and the influence of OI on organizational performance (OP). The hypotheses are tested using data from 164 European and U.S. technological firms. The results show that (a) IC influences TP, OL, and OI; (b) TP influences OL and OI, and OL influences OI; and (c) OI influences OP. This article discusses these findings and provides several implications for future research.",1.0,R,False,False,False,False,1,1,False,False,False,False,3.0,M,Hispanic,ES,Education,False,Hispanic only
Journal of Communication,https://academic.oup.com/joc/issue/61/1?browseBy=volume,Volume 61,Issue 1,"Issue 1, February 2011, Pages 1–196",February,2011,Original Articles,"Identifying Influence: Development and Validation of the Connectivity, Persuasiveness, and Maven Scales",https://academic.oup.com/joc/article/61/1/178/4098473,10.1111/j.1460-2466.2010.01531.x,178–196,"The use of influential network members to facilitate the process of behavioral change has long been a goal of communication campaign designers, particularly in health settings. In a series of 3 studies, measures of 3 types of influential others (those who are highly connected, persuasive, and informed) who play an important role in the dissemination of information through social networks are developed and validated. Across studies, the data were, in the main, consistent with the hypotheses, suggesting that these indices measure what they purport to measure and that they do it with high reliability. The potential for the connectivity, persuasiveness, and health maven constructs to increase the effectiveness of the diffusion of behavioral change is discussed.",1.0,R,False,False,False,False,1,1,False,False,False,False,4.0,M,White,US,Education,True,White only
Journal of Communication,https://academic.oup.com/joc/issue/60/4?browseBy=volume,Volume 60,Issue 4,"Issue 4, December 2010, Pages 611–796",December,2010,Original Articles,Everyday Conversation in the Deliberative Process: An Analysis of Communicative Exchanges in Discussion Groups and Their Contributions to Civic and Political Socialization,https://academic.oup.com/joc/article/60/4/611/4098429,10.1111/j.1460-2466.2010.01506.x,611–635,"This article aims to investigate the forms of interaction and communicative exchanges in discussion groups composed of beneficiaries of a Brazilian income transfer program (Bolsa-Família Program) and how these forms contribute to the deliberative process. Discussion groups are used as a method for showing how everyday conversation and political discussion are interrelated. Thus, this article is an empirical investigation that—within the theoretical deliberative democracy framework—helps to make explicit concrete situations within which fluid and disperse conversations change toward attitudes that include taking the risk of expressing dissonant opinions, explaining background assumptions, and producing counternarratives. We contend that informal conversation is part of the dynamics that prepare citizens for more demanding and formal deliberations.",1.0,R,False,False,False,False,1,1,False,False,False,False,2.0,F,Hispanic,BR,Education,False,Hispanic only
Journal of Communication,https://academic.oup.com/joc/issue/60/4?browseBy=volume,Volume 60,Issue 4,"Issue 4, December 2010, Pages 611–796",December,2010,Original Articles,"Citizen Participation, Metadiscourse, and Accountability: A Public Hearing on a Zoning Change for Wal-Mart",https://academic.oup.com/joc/article/60/4/636/4098434,10.1111/j.1460-2466.2010.01507.x,636–659,"During a contentious public hearing on a zoning change for Wal-Mart, participants at times moved to a metadiscursive level with utterances such as, “expect to be listened to,”“I have a question,” or reading quotes of Town Board members from the newspaper. Such metadiscursive references allow participants to attempt to structure or depart from the public hearing format. Metadiscursive references also work to criticize their opponents' speech or the process. Metadiscourse has the consequence of contextualizing the participation framework of the hearing as to topic, length of presentation, and mode of interaction. From a normative perspective, metadiscourse is used to reflect on the folk assumptions about communication as expressed by participants during the public hearing.",1.0,R,False,False,False,False,1,1,False,False,False,False,1.0,M,White,US,Education,True,White only
Journal of Communication,https://academic.oup.com/joc/issue/60/4?browseBy=volume,Volume 60,Issue 4,"Issue 4, December 2010, Pages 611–796",December,2010,Original Articles,Measuring Participation as Communicative Action: A Case Study of Citizen Involvement in and Assessment of a City's Smoking Cessation Policy-Making Process,https://academic.oup.com/joc/article/60/4/660/4098555,10.1111/j.1460-2466.2010.01508.x,660–679,This article adopts an operational protocol for evaluating participation from Jürgen Habermas's theory of communicative action. The research setting is citizen participation in a city government's policy-making process on smoking in public places. Participation as communicative action is evaluated by the extent to which citizens accept the validity of what policy makers say and by whether citizens feel that they can raise concerns about a proposed policy in unrestricted communication environments. Findings indicate that citizens feel participatory in a decision-making process if they recognize policy makers' validity claims and perceive uncoerced speech conditions. Communicative action variables exercise significant predictability on a dependent variable indicating policy legitimacy.,1.0,R,True,False,True,True,2,2,True,True,True,True,2.0,F,Asian,SG,Education,True,cross race
Journal of Communication,https://academic.oup.com/joc/issue/60/4?browseBy=volume,Volume 60,Issue 4,"Issue 4, December 2010, Pages 611–796",December,2010,Original Articles,Encountering “Difference” in the Contemporary Public Sphere: The Contribution of the Internet to the Heterogeneity of Political Discussion Networks,https://academic.oup.com/joc/article/60/4/680/4098556,10.1111/j.1460-2466.2010.01509.x,680–700,"This study explores the intersection of media use, political discussion, and exposure to political difference through a focus on how Internet use might affect the overall heterogeneity of people's political discussion networks. Advanced and tested herein is the inadvertency thesis, which theorizes that limitations of selective exposure processes combined with weakened social boundaries found in the online environment suggest that people may be exposed to at least some additional political difference online, if only inadvertently. Hierarchical regression and mediation analyses confirm that online political discussion (directly) and online news (directly and indirectly) bear small yet significant relationships to the overall heterogeneity of political discussion networks, and that partisanship moderates the relationship between online political discussion and political discussion network heterogeneity.",1.0,R,False,False,False,False,1,1,False,False,False,False,1.0,F,White,US,Education,True,White only
Journal of Communication,https://academic.oup.com/joc/issue/60/4?browseBy=volume,Volume 60,Issue 4,"Issue 4, December 2010, Pages 611–796",December,2010,Original Articles,"The Social Life of Wireless Urban Spaces: Internet Use, Social Networks, and the Public Realm",https://academic.oup.com/joc/article/60/4/701/4098558,10.1111/j.1460-2466.2010.01510.x,701–722,"This study explores the role of urban public spaces for democratic and social engagement. It examines the impact of wireless Internet use on urban public spaces, Internet users, and others who inhabit these spaces. Through observations of 7 parks, plazas, and markets in 4 North American cities, and surveys of wireless Internet users in those sites, we explore how this new technology is related to processes of social interaction, privatism, and democratic engagement. Findings reveal that Internet use within public spaces affords interactions with existing acquaintances that are more diverse than those associated with mobile phone use. However, the level of colocated social diversity to which Internet users are exposed is less than that of most users of these spaces. Yet, online activities in public spaces do contribute to broader participation in the public sphere. Internet connectivity within public spaces may contribute to higher overall levels of democratic and social engagement than what is afforded by exposure within similar spaces free of Internet connectivity.",1.0,R,False,False,True,False,1,1,False,False,False,False,3.0,M,White,US,Education,True,White only
